date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:03:37	42660/42660	---M--	200	added ('OK')	image/jpeg	etag:%22a6a4-66eed4e3-e1b3acc2698a94bf;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/header/home-3.jpg	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/header/home-3.jpg	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:37	58901/58901	---M-Z	200	added ('OK')	text/html	etag:%22e615-66eed4e2-4b8375a83b3b7ec0;gz%22	https://wpriverthemes.com/HTML/agznko/index-3.html	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/index-3.html	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:37	56138/56138	---M-Z	200	added ('OK')	text/html	etag:%22db4a-66eed4e2-3931b1b1f37fa866;gz%22	https://wpriverthemes.com/HTML/agznko/index-three-page.html	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/index-three-page.html	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:37	48078/48078	---M--	200	added ('OK')	image/jpeg	etag:%22bbce-66eed4e3-7c4154ff0116374b;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/header/home-4.jpg	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/header/home-4.jpg	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:38	65748/65748	---M-Z	200	added ('OK')	text/html	etag:%22100d4-66eed4e2-5b4a9d855255b175;gz%22	https://wpriverthemes.com/HTML/agznko/index-4.html	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/index-4.html	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:38	62983/62983	---M-Z	200	added ('OK')	text/html	etag:%22f607-66eed4e2-d43ab635d66cb7b1;gz%22	https://wpriverthemes.com/HTML/agznko/index-four-page.html	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/index-four-page.html	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:38	43266/43266	---M-Z	200	added ('OK')	text/html	etag:%22a902-66eed4e2-6b812f9cd9e7adb2;gz%22	https://wpriverthemes.com/HTML/agznko/team.html	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/team.html	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:38	65819/65819	---M-Z	200	added ('OK')	text/html	etag:%221011b-66eed4e2-e3ce4a5e03fb5534;gz%22	https://wpriverthemes.com/HTML/agznko/about.html	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/about.html	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:38	45567/45567	---M-Z	200	added ('OK')	text/html	etag:%22b1ff-66eed4e2-4c78cd90aeed6dda;gz%22	https://wpriverthemes.com/HTML/agznko/service-details.html	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/service-details.html	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:39	38510/38510	---M-Z	200	added ('OK')	text/html	etag:%22966e-66eed4e2-b146e613c1a33357;gz%22	https://wpriverthemes.com/HTML/agznko/service.html	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/service.html	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:39	39227/39227	---M-Z	200	added ('OK')	text/html	etag:%22993b-66eed4e2-5e17da9a616ae51d;gz%22	https://wpriverthemes.com/HTML/agznko/service-2.html	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/service-2.html	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:39	38000/38000	---M-Z	200	added ('OK')	text/html	etag:%229470-66eed4e2-5ddc16636efbb888;gz%22	https://wpriverthemes.com/HTML/agznko/project-details.html	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/project-details.html	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:39	36294/36294	---M-Z	200	added ('OK')	text/html	etag:%228dc6-66eed4e2-541493f5e447770f;gz%22	https://wpriverthemes.com/HTML/agznko/project.html	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/project.html	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:40	37408/37408	---M-Z	200	added ('OK')	text/html	etag:%229220-66eed4e2-57d31e1e04ee7d15;gz%22	https://wpriverthemes.com/HTML/agznko/project-2.html	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/project-2.html	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:40	50795/50795	---M-Z	200	added ('OK')	text/html	etag:%22c66b-66eed4e2-f14f9d704b2e1ce7;gz%22	https://wpriverthemes.com/HTML/agznko/news-details.html	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/news-details.html	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:40	37930/37930	---M-Z	200	added ('OK')	text/html	etag:%22942a-66eed4e2-dc0582c1d234ae01;gz%22	https://wpriverthemes.com/HTML/agznko/news-grid.html	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/news-grid.html	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:40	44353/44353	---M-Z	200	added ('OK')	text/html	etag:%22ad41-66eed4e2-9695b88a0a94b383;gz%22	https://wpriverthemes.com/HTML/agznko/news.html	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/news.html	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:41	40164/40164	---M-Z	200	added ('OK')	text/html	etag:%229ce4-66eed4e2-3c36cd2e2fb90824;gz%22	https://wpriverthemes.com/HTML/agznko/team-2.html	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/team-2.html	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:41	34472/34472	---M-Z	200	added ('OK')	text/html	etag:%2286a8-66eed4e2-42a199ec66384167;gz%22	https://wpriverthemes.com/HTML/agznko/team-details.html	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/team-details.html	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:41	35892/35892	---M-Z	200	added ('OK')	text/html	etag:%228c34-66eed4e2-638d7c7d37d5b6f5;gz%22	https://wpriverthemes.com/HTML/agznko/pricing.html	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/pricing.html	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:41	39073/39073	---M-Z	200	added ('OK')	text/html	etag:%2298a1-66eed4e2-5b51de0817fa6bb9;gz%22	https://wpriverthemes.com/HTML/agznko/faq.html	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/faq.html	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:41	31764/31764	---M-Z	200	added ('OK')	text/html	etag:%227c14-66eed4e2-6e21cf46e56d3993;gz%22	https://wpriverthemes.com/HTML/agznko/404.html	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/404.html	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:42	23082/23082	---M--	200	added ('OK')	image/png	etag:%225a2a-66eed4e3-5bed5ba03bb9446f;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/hero/client-img.png	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/hero/client-img.png	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:42	2952/2952	---M--	200	added ('OK')	image/png	etag:%22b88-66eed4e3-c4e24de28d97f289;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/hero/circle-text.png	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/hero/circle-text.png	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:42	3922/3922	---M--	200	added ('OK')	image/png	etag:%22f52-66eed4e3-9f3935335868da53;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/brand/01.png	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/brand/01.png	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:43	376046/376046	---M--	200	added ('OK')	image/jpeg	etag:%225bcee-66eed4e3-ce5c5f0a4857c2e7;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/hero/01.jpg	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/hero/01.jpg	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:43	3718/3718	---M--	200	added ('OK')	image/png	etag:%22e86-66eed4e3-d5eefe64b9690f0f;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/brand/02.png	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/brand/02.png	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:44	3228/3228	---M--	200	added ('OK')	image/png	etag:%22c9c-66eed4e3-abec219eb3c723d6;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/brand/03.png	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/brand/03.png	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:44	4488/4488	---M--	200	added ('OK')	image/png	etag:%221188-66eed4e3-ec29ffb92b185f30;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/brand/04.png	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/brand/04.png	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:44	3006/3006	---M--	200	added ('OK')	image/png	etag:%22bbe-66eed4e3-64ca59d35b975f1b;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/brand/05.png	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/brand/05.png	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:44	2758/2758	---M--	200	added ('OK')	image/png	etag:%22ac6-66eed4e3-4a0774b40b2ffc3;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/brand/06.png	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/brand/06.png	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:45	137126/137126	---M--	200	added ('OK')	image/jpeg	etag:%22217a6-66eed4e3-1240bba8a2c68194;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/about/01.jpg	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/about/01.jpg	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:45	353/353	---M--	200	added ('OK')	image/png	etag:%22161-66eed4e3-28ad9389a78634f2;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/about/line.png	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/about/line.png	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:45	1840/1840	---M-Z	200	added ('OK')	image/svg+xml	etag:%22730-66eed4e3-84671b654f79c4e8;gz%22	https://wpriverthemes.com/HTML/agznko/assets/img/icon/01.svg	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/icon/01.svg	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:46	559/559	---M-Z	200	added ('OK')	image/svg+xml	etag:%2222f-66eed4e3-d2969e7802980e96;gz%22	https://wpriverthemes.com/HTML/agznko/assets/img/icon/02.svg	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/icon/02.svg	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:46	293974/293974	---M--	200	added ('OK')	image/png	etag:%2247c56-66eed4e3-d3647cba57409434;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/about/02.png	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/about/02.png	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:46	73722/73722	---M--	200	added ('OK')	image/jpeg	etag:%2211ffa-66eed4e3-7596ecbb47744bb2;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/project/hover-img.jpg	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/project/hover-img.jpg	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:46	78786/78786	---M--	200	added ('OK')	image/jpeg	etag:%22133c2-66eed4e3-be70f7bdefb7b7fb;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/team/01.jpg	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/team/01.jpg	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:47	75555/75555	---M--	200	added ('OK')	image/jpeg	etag:%2212723-66eed4e3-471933367cefa426;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/team/03.jpg	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/team/03.jpg	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:47	129226/129226	---M--	200	added ('OK')	image/jpeg	etag:%221f8ca-66eed4e3-882e019ad0dea26f;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/team/02.jpg	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/team/02.jpg	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:47	62710/62710	---M--	200	added ('OK')	image/jpeg	etag:%22f4f6-66eed4e3-bf1c7868634ecfd7;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/team/04.jpg	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/team/04.jpg	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:47	6654/6654	---M--	200	added ('OK')	image/png	etag:%2219fe-66eed4e3-7cc60ab96331c52f;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/testimonial/01.png	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/testimonial/01.png	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:48	453/453	---M--	200	added ('OK')	image/png	etag:%221c5-66eed4e3-1da1fbd34bd24f4d;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/testimonial/quote.png	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/testimonial/quote.png	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:48	1208/1208	---M--	200	added ('OK')	image/png	etag:%224b8-66eed4e3-6fe76ff5b913dbb7;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/testimonial/icon.png	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/testimonial/icon.png	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:48	6068/6068	---M--	200	added ('OK')	image/png	etag:%2217b4-66eed4e3-574fef63deb1a92f;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/testimonial/02.png	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/testimonial/02.png	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:49	146798/146798	---M--	200	added ('OK')	image/jpeg	etag:%2223d6e-66eed4e3-ab33bb992158b97a;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/news/01.jpg	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/news/01.jpg	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:49	87533/87533	---M-Z	200	added ('OK')	application/x-javascript	etag:%22155ed-66eed4e3-a4304fea60609934;gz%22	https://wpriverthemes.com/HTML/agznko/assets/js/jquery-3.7.1.min.js	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/js/jquery-3.7.1.min.js	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:49	133340/133340	---M--	200	added ('OK')	image/jpeg	etag:%22208dc-66eed4e3-de31a47091fbcdfb;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/news/02.jpg	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/news/02.jpg	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:49	1762/1762	---M-Z	200	added ('OK')	application/x-javascript	etag:%226e2-66eed4e3-9f301da8d948a222;gz%22	https://wpriverthemes.com/HTML/agznko/assets/js/viewport.jquery.js	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/js/viewport.jquery.js	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:50	80663/80663	---M-Z	200	added ('OK')	application/x-javascript	etag:%2213b17-66eed4e3-89aa67bc26c543d6;gz%22	https://wpriverthemes.com/HTML/agznko/assets/js/bootstrap.bundle.min.js	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/js/bootstrap.bundle.min.js	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:50	148469/148469	---M--	200	added ('OK')	image/jpeg	etag:%22243f5-66eed4e3-7e3a9f3cae2dbe77;;;%22	https://wpriverthemes.com/HTML/agznko/assets/img/news/03.jpg	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/img/news/03.jpg	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:50	2942/2942	---M-Z	200	added ('OK')	application/x-javascript	etag:%22b7e-66eed4e3-55e00ebca7a01bb8;gz%22	https://wpriverthemes.com/HTML/agznko/assets/js/jquery.nice-select.min.js	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/js/jquery.nice-select.min.js	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:50	17946/17946	---M-Z	200	added ('OK')	application/x-javascript	etag:%22461a-66eed4e3-8f6f1e99c8582b6f;gz%22	https://wpriverthemes.com/HTML/agznko/assets/js/jquery.waypoints.js	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/js/jquery.waypoints.js	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:50	2181/2181	---M-Z	200	added ('OK')	application/x-javascript	etag:%22885-66eed4e3-4f92ef7d81bb2ecf;gz%22	https://wpriverthemes.com/HTML/agznko/assets/js/jquery.counterup.min.js	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/js/jquery.counterup.min.js	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:51	143281/143281	---M-Z	200	added ('OK')	application/x-javascript	etag:%2222fb1-66eed4e3-1e3b5d6e9cc4db43;gz%22	https://wpriverthemes.com/HTML/agznko/assets/js/swiper-bundle.min.js	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/js/swiper-bundle.min.js	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:51	5997/5997	---M-Z	200	added ('OK')	application/x-javascript	etag:%22176d-66eed4e3-d7043b74d3df2ec0;gz%22	https://wpriverthemes.com/HTML/agznko/assets/js/jquery.meanmenu.min.js	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/js/jquery.meanmenu.min.js	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:51	20216/20216	---M-Z	200	added ('OK')	application/x-javascript	etag:%224ef8-66eed4e3-f3a27a41daa0ee2b;gz%22	https://wpriverthemes.com/HTML/agznko/assets/js/jquery.magnific-popup.min.js	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/js/jquery.magnific-popup.min.js	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:51	8155/8155	---M-Z	200	added ('OK')	application/x-javascript	etag:%221fdb-66eed4e3-7b3fb9ed07d58f99;gz%22	https://wpriverthemes.com/HTML/agznko/assets/js/wow.min.js	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/js/wow.min.js	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:52	10408/10408	---M-Z	200	added ('OK')	application/x-javascript	etag:%2228a8-66eed4e3-a7eb80d3d50535a2;gz%22	https://wpriverthemes.com/HTML/agznko/assets/js/main.js	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/js/main.js	(from https://wpriverthemes.com/HTML/agznko/index.html)
22:03:53	104740/104740	---M--	200	added ('OK')	font/woff2	etag:%2219924-66eed4e3-3e887e4124916265;;;%22	https://wpriverthemes.com/HTML/agznko/assets/webfonts/fa-brands-400.woff2	C:/Users/amjad/Music/GREEN%20ITZONE/wpriverthemes.com/HTML/agznko/assets/webfonts/fa-brands-400.woff2	(from https://wpriverthemes.com/HTML/agznko/assets/css/all.min.css)
